,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,required_col,new_col
45,5,1,8,1,1,7,2204,1063,98,50,96.631587,AM,"block_8,line_1,word_ 7",Requested Policy Effective Date: 91/14/2022 12:01 AM Standard Time at the Insured Property
46,5,1,8,1,1,8,2332,1063,274,51,96.370266,Standard,"block_8,line_1,word_ 8",Requested Policy Effective Date: 91/14/2022 12:01 AM Standard Time at the Insured Property
47,5,1,8,1,1,9,2632,1063,151,51,96.532642,Time,"block_8,line_1,word_ 9",Requested Policy Effective Date: 91/14/2022 12:01 AM Standard Time at the Insured Property
48,5,1,8,1,1,10,2807,1065,55,49,95.553581,at,"block_8,line_1,word_ 10",Requested Policy Effective Date: 91/14/2022 12:01 AM Standard Time at the Insured Property
49,5,1,8,1,1,11,2883,1063,92,51,95.553581,the,"block_8,line_1,word_ 11",Requested Policy Effective Date: 91/14/2022 12:01 AM Standard Time at the Insured Property
50,5,1,8,1,1,12,3003,1063,221,51,96.784946,Insured,"block_8,line_1,word_ 12",Requested Policy Effective Date: 91/14/2022 12:01 AM Standard Time at the Insured Property
51,5,1,8,1,1,13,3253,1063,257,65,96.784946,Property,"block_8,line_1,word_ 13",Requested Policy Effective Date: 91/14/2022 12:01 AM Standard Time at the Insured Property
52,5,1,8,1,2,1,505,1142,252,51,96.651239,Location,"block_8,line_2,word_ 1",Location
53,5,1,8,1,3,1,501,1223,210,65,95.806486,Writing,"block_8,line_3,word_ 1",Writing Company: Federal Insurance Company
54,5,1,8,1,3,2,738,1223,306,65,96.118153,Company:,"block_8,line_3,word_ 2",Writing Company: Federal Insurance Company
55,5,1,8,1,3,3,1095,1223,225,51,96.028608,Federal,"block_8,line_3,word_ 3",Writing Company: Federal Insurance Company
56,5,1,8,1,3,4,1350,1223,296,51,96.028608,Insurance,"block_8,line_3,word_ 4",Writing Company: Federal Insurance Company
57,5,1,8,1,3,5,1671,1223,294,65,96.054180,Company,"block_8,line_3,word_ 5",Writing Company: Federal Insurance Company
58,5,1,9,1,1,1,455,434,1590,508,95.000000, ,"block_9,line_1,word_ 1", 
59,5,1,10,1,1,1,455,1034,3341,352,95.000000, ,"block_10,line_1,word_ 1", 
60,5,1,11,1,1,1,505,1403,276,51,96.312635,Producer,"block_11,line_1,word_ 1","Producer Name RSC Insurance Brokerage, Inc."
61,5,1,11,1,1,2,805,1403,179,51,94.195556,Name,"block_11,line_1,word_ 2","Producer Name RSC Insurance Brokerage, Inc."
62,5,1,11,1,1,3,1022,1407,86,32,80.290453,RSC,"block_11,line_1,word_ 3","Producer Name RSC Insurance Brokerage, Inc."
63,5,1,11,1,1,4,1125,1407,182,32,92.872158,Insurance,"block_11,line_1,word_ 4","Producer Name RSC Insurance Brokerage, Inc."
64,5,1,11,1,1,5,1324,1407,202,40,96.586642,"Brokerage,","block_11,line_1,word_ 5","Producer Name RSC Insurance Brokerage, Inc."
65,5,1,11,1,1,6,1546,1407,61,32,96.746252,Inc.,"block_11,line_1,word_ 6","Producer Name RSC Insurance Brokerage, Inc."
66,5,1,11,2,1,1,505,1482,276,51,96.543238,Producer,"block_11,line_1,word_ 1","Producer Street Address 80 West Century Road, Suite 301"
67,5,1,11,2,1,2,803,1482,182,51,96.030227,Street,"block_11,line_1,word_ 2","Producer Street Address 80 West Century Road, Suite 301"
68,5,1,11,2,1,3,1004,1482,252,51,83.910043,Address,"block_11,line_1,word_ 3","Producer Street Address 80 West Century Road, Suite 301"
69,5,1,11,2,1,4,1294,1486,43,32,83.910043,80,"block_11,line_1,word_ 4","Producer Street Address 80 West Century Road, Suite 301"
70,5,1,11,2,1,5,1352,1486,96,32,95.624377,West,"block_11,line_1,word_ 5","Producer Street Address 80 West Century Road, Suite 301"
71,5,1,11,2,1,6,1462,1486,148,40,96.867812,Century,"block_11,line_1,word_ 6","Producer Street Address 80 West Century Road, Suite 301"
72,5,1,11,2,1,7,1625,1486,107,37,94.376092,"Road,","block_11,line_1,word_ 7","Producer Street Address 80 West Century Road, Suite 301"
73,5,1,11,2,1,8,1750,1486,93,32,96.949644,Suite,"block_11,line_1,word_ 8","Producer Street Address 80 West Century Road, Suite 301"
74,5,1,11,2,1,9,1859,1486,61,32,96.938112,301,"block_11,line_1,word_ 9","Producer Street Address 80 West Century Road, Suite 301"
75,5,1,11,3,1,1,505,1562,276,51,93.188186,Producer,"block_11,line_1,word_ 1","Producer City/State/Zipcode Paramus, NJ 07652 Producer Phone Number 201-308-8886"
76,5,1,11,3,1,2,803,1562,562,65,91.427451,City/State/Zipcode,"block_11,line_1,word_ 2","Producer City/State/Zipcode Paramus, NJ 07652 Producer Phone Number 201-308-8886"
77,5,1,11,3,1,3,1404,1566,176,37,96.221200,"Paramus,","block_11,line_1,word_ 3","Producer City/State/Zipcode Paramus, NJ 07652 Producer Phone Number 201-308-8886"
78,5,1,11,3,1,4,1599,1566,46,32,62.722995,NJ,"block_11,line_1,word_ 4","Producer City/State/Zipcode Paramus, NJ 07652 Producer Phone Number 201-308-8886"
79,5,1,11,3,1,5,1662,1566,115,32,62.722995,07652,"block_11,line_1,word_ 5","Producer City/State/Zipcode Paramus, NJ 07652 Producer Phone Number 201-308-8886"
80,5,1,11,3,1,6,2357,1562,278,51,96.686887,Producer,"block_11,line_1,word_ 6","Producer City/State/Zipcode Paramus, NJ 07652 Producer Phone Number 201-308-8886"
81,5,1,11,3,1,7,2659,1562,193,51,96.334115,Phone,"block_11,line_1,word_ 7","Producer City/State/Zipcode Paramus, NJ 07652 Producer Phone Number 201-308-8886"
82,5,1,11,3,1,8,2878,1562,244,51,96.722267,Number,"block_11,line_1,word_ 8","Producer City/State/Zipcode Paramus, NJ 07652 Producer Phone Number 201-308-8886"
83,5,1,11,3,1,9,3137,1566,263,32,87.697823,201-308-8886,"block_11,line_1,word_ 9","Producer City/State/Zipcode Paramus, NJ 07652 Producer Phone Number 201-308-8886"
84,5,1,11,3,2,1,505,1642,276,51,95.548014,Producer,"block_11,line_2,word_ 1",Producer Number 63336 Subproducer Number
85,5,1,11,3,2,2,805,1642,243,51,94.436248,Number,"block_11,line_2,word_ 2",Producer Number 63336 Subproducer Number
86,5,1,11,3,2,3,1083,1646,115,32,73.945301,63336,"block_11,line_2,word_ 3",Producer Number 63336 Subproducer Number
87,5,1,11,3,2,4,2369,1642,394,64,92.787355,Subproducer,"block_11,line_2,word_ 4",Producer Number 63336 Subproducer Number
88,5,1,11,3,2,5,2786,1642,244,51,96.871753,Number,"block_11,line_2,word_ 5",Producer Number 63336 Subproducer Number
89,5,1,12,1,1,1,506,1879,271,51,84.254248,Insured’s,"block_12,line_1,word_ 1",Insured’s Name: Anuraag Sahai and Monika Desai
90,5,1,12,1,1,2,805,1879,194,51,87.823650,Name:,"block_12,line_1,word_ 2",Insured’s Name: Anuraag Sahai and Monika Desai
91,5,1,12,1,1,3,1038,1883,159,40,87.823650,Anuraag,"block_12,line_1,word_ 3",Insured’s Name: Anuraag Sahai and Monika Desai
92,5,1,12,1,1,4,1214,1883,105,32,95.829203,Sahai,"block_12,line_1,word_ 4",Insured’s Name: Anuraag Sahai and Monika Desai
93,5,1,12,1,1,5,1334,1883,68,32,95.958260,and,"block_12,line_1,word_ 5",Insured’s Name: Anuraag Sahai and Monika Desai
94,5,1,12,1,1,6,1419,1883,133,32,96.587660,Monika,"block_12,line_1,word_ 6",Insured’s Name: Anuraag Sahai and Monika Desai
95,5,1,12,1,1,7,1569,1883,104,32,96.587660,Desai,"block_12,line_1,word_ 7",Insured’s Name: Anuraag Sahai and Monika Desai
96,5,1,12,1,2,1,505,1954,210,73,95.898953,Mailing,"block_12,line_2,word_ 1",Mailing Address: 20 Cornell Street
97,5,1,12,1,2,2,739,1958,267,51,93.809565,Address:,"block_12,line_2,word_ 2",Mailing Address: 20 Cornell Street
98,5,1,12,1,2,3,1047,1962,45,32,80.696448,20,"block_12,line_2,word_ 3",Mailing Address: 20 Cornell Street
99,5,1,12,1,2,4,1107,1962,131,32,95.945826,Cornell,"block_12,line_2,word_ 4",Mailing Address: 20 Cornell Street
100,5,1,12,1,2,5,1255,1962,112,32,96.550678,Street,"block_12,line_2,word_ 5",Mailing Address: 20 Cornell Street
101,5,1,12,1,3,1,503,2038,576,65,89.646747,City/State/Zipcode:,"block_12,line_3,word_ 1","City/State/Zipcode: Scarsdale, NY 10583"
102,5,1,12,1,3,2,1121,2042,196,37,92.629238,"Scarsdale,","block_12,line_3,word_ 2","City/State/Zipcode: Scarsdale, NY 10583"
103,5,1,12,1,3,3,1336,2042,56,31,96.600069,NY,"block_12,line_3,word_ 3","City/State/Zipcode: Scarsdale, NY 10583"
104,5,1,12,1,3,4,1409,2042,112,32,96.600069,10583,"block_12,line_3,word_ 4","City/State/Zipcode: Scarsdale, NY 10583"
105,5,1,13,1,1,1,505,2275,257,65,96.585345,Property,"block_13,line_1,word_ 1",Property Address (If different from Insured’s Mailing address above — do not use P.O. Box)
106,5,1,13,1,1,2,781,2275,252,51,96.614828,Address,"block_13,line_1,word_ 2",Property Address (If different from Insured’s Mailing address above — do not use P.O. Box)
107,5,1,13,1,1,3,1059,2275,59,65,80.276192,(If,"block_13,line_1,word_ 3",Property Address (If different from Insured’s Mailing address above — do not use P.O. Box)
108,5,1,13,1,1,4,1139,2275,247,51,96.421777,different,"block_13,line_1,word_ 4",Property Address (If different from Insured’s Mailing address above — do not use P.O. Box)
109,5,1,13,1,1,5,1407,2275,132,51,92.488378,from,"block_13,line_1,word_ 5",Property Address (If different from Insured’s Mailing address above — do not use P.O. Box)
110,5,1,13,1,1,6,1570,2275,272,51,88.151065,Insured’s,"block_13,line_1,word_ 6",Property Address (If different from Insured’s Mailing address above — do not use P.O. Box)
111,5,1,13,1,1,7,1869,2275,211,65,96.260014,Mailing,"block_13,line_1,word_ 7",Property Address (If different from Insured’s Mailing address above — do not use P.O. Box)
112,5,1,13,1,1,8,2105,2275,242,51,96.286267,address,"block_13,line_1,word_ 8",Property Address (If different from Insured’s Mailing address above — do not use P.O. Box)
113,5,1,13,1,1,9,2372,2275,183,51,90.509640,above,"block_13,line_1,word_ 9",Property Address (If different from Insured’s Mailing address above — do not use P.O. Box)
114,5,1,13,1,1,10,2580,2305,38,5,89.786421,—,"block_13,line_1,word_ 10",Property Address (If different from Insured’s Mailing address above — do not use P.O. Box)
115,5,1,13,1,1,11,2639,2275,74,51,96.658436,do,"block_13,line_1,word_ 11",Property Address (If different from Insured’s Mailing address above — do not use P.O. Box)
116,5,1,13,1,1,12,2739,2277,92,49,96.658436,not,"block_13,line_1,word_ 12",Property Address (If different from Insured’s Mailing address above — do not use P.O. Box)
117,5,1,13,1,1,13,2854,2288,105,38,96.827995,use,"block_13,line_1,word_ 13",Property Address (If different from Insured’s Mailing address above — do not use P.O. Box)
118,5,1,13,1,1,14,2986,2275,127,51,92.878311,P.O.,"block_13,line_1,word_ 14",Property Address (If different from Insured’s Mailing address above — do not use P.O. Box)
119,5,1,13,1,1,15,3144,2275,136,65,96.847907,Box),"block_13,line_1,word_ 15",Property Address (If different from Insured’s Mailing address above — do not use P.O. Box)
120,5,1,13,1,2,1,505,2354,257,65,96.873872,Property,"block_13,line_2,word_ 1",Property Location:
121,5,1,13,1,2,2,785,2354,271,51,96.978335,Location:,"block_13,line_2,word_ 2",Property Location:
122,5,1,13,2,1,1,503,2434,576,65,92.521681,City/State/Zipcode:,"block_13,line_1,word_ 1",City/State/Zipcode:
123,5,1,13,3,1,1,503,2514,447,65,95.973939,Corresponding,"block_13,line_1,word_ 1",Corresponding Chubb Homeowners policy number _14762930-04
124,5,1,13,3,1,2,977,2514,198,51,96.245354,Chubb,"block_13,line_1,word_ 2",Corresponding Chubb Homeowners policy number _14762930-04
125,5,1,13,3,1,3,1203,2514,401,51,95.699676,Homeowners,"block_13,line_1,word_ 3",Corresponding Chubb Homeowners policy number _14762930-04
126,5,1,13,3,1,4,1631,2514,172,65,96.686794,policy,"block_13,line_1,word_ 4",Corresponding Chubb Homeowners policy number _14762930-04
127,5,1,13,3,1,5,1827,2514,232,51,89.901053,number,"block_13,line_1,word_ 5",Corresponding Chubb Homeowners policy number _14762930-04
128,5,1,13,3,1,6,2102,2523,245,32,82.905834,_14762930-04,"block_13,line_1,word_ 6",Corresponding Chubb Homeowners policy number _14762930-04
129,5,1,13,4,1,1,505,2594,258,51,95.568163,Effective,"block_13,line_1,word_ 1",Effective 8/16/2021 to 8/16/2022
130,5,1,13,4,1,2,800,2598,181,32,82.913451,8/16/2021,"block_13,line_1,word_ 2",Effective 8/16/2021 to 8/16/2022
131,5,1,13,4,1,3,1114,2596,54,49,95.921638,to,"block_13,line_1,word_ 3",Effective 8/16/2021 to 8/16/2022
132,5,1,13,4,1,4,1205,2598,187,32,90.905895,8/16/2022,"block_13,line_1,word_ 4",Effective 8/16/2021 to 8/16/2022
133,5,1,14,1,1,1,506,2753,34,50,86.290462,If,"block_14,line_1,word_ 1","If House coverage is being requested, what is the house amount of coverage on the Chubb Homeowners"
134,5,1,14,1,1,2,563,2753,193,51,96.339823,House,"block_14,line_1,word_ 2","If House coverage is being requested, what is the house amount of coverage on the Chubb Homeowners"
135,5,1,14,1,1,3,780,2766,280,52,96.452157,coverage,"block_14,line_1,word_ 3","If House coverage is being requested, what is the house amount of coverage on the Chubb Homeowners"
136,5,1,14,1,1,4,1087,2753,42,51,96.608670,is,"block_14,line_1,word_ 4","If House coverage is being requested, what is the house amount of coverage on the Chubb Homeowners"
137,5,1,14,1,1,5,1155,2753,162,65,96.673466,being,"block_14,line_1,word_ 5","If House coverage is being requested, what is the house amount of coverage on the Chubb Homeowners"
138,5,1,14,1,1,6,1345,2753,317,64,95.617535,"requested,","block_14,line_1,word_ 6","If House coverage is being requested, what is the house amount of coverage on the Chubb Homeowners"
139,5,1,14,1,1,7,1688,2753,146,51,96.533512,what,"block_14,line_1,word_ 7","If House coverage is being requested, what is the house amount of coverage on the Chubb Homeowners"
140,5,1,14,1,1,8,1859,2753,42,51,95.820526,is,"block_14,line_1,word_ 8","If House coverage is being requested, what is the house amount of coverage on the Chubb Homeowners"
141,5,1,14,1,1,9,1924,2753,92,51,95.335586,the,"block_14,line_1,word_ 9","If House coverage is being requested, what is the house amount of coverage on the Chubb Homeowners"
142,5,1,14,1,1,10,2043,2753,182,51,96.551535,house,"block_14,line_1,word_ 10","If House coverage is being requested, what is the house amount of coverage on the Chubb Homeowners"
143,5,1,14,1,1,11,2250,2755,230,49,96.570267,amount,"block_14,line_1,word_ 11","If House coverage is being requested, what is the house amount of coverage on the Chubb Homeowners"
144,5,1,14,1,1,12,2501,2753,57,51,96.307995,of,"block_14,line_1,word_ 12","If House coverage is being requested, what is the house amount of coverage on the Chubb Homeowners"
145,5,1,14,1,1,13,2580,2766,279,52,96.691874,coverage,"block_14,line_1,word_ 13","If House coverage is being requested, what is the house amount of coverage on the Chubb Homeowners"
146,5,1,14,1,1,14,2884,2766,70,38,96.850748,on,"block_14,line_1,word_ 14","If House coverage is being requested, what is the house amount of coverage on the Chubb Homeowners"
147,5,1,14,1,1,15,2979,2753,94,51,96.683270,the,"block_14,line_1,word_ 15","If House coverage is being requested, what is the house amount of coverage on the Chubb Homeowners"
148,5,1,14,1,1,16,3097,2753,199,51,95.820500,Chubb,"block_14,line_1,word_ 16","If House coverage is being requested, what is the house amount of coverage on the Chubb Homeowners"
149,5,1,14,1,1,17,3323,2753,401,51,96.582449,Homeowners,"block_14,line_1,word_ 17","If House coverage is being requested, what is the house amount of coverage on the Chubb Homeowners"
150,5,1,14,1,2,1,505,2833,214,65,93.286336,Policy?,"block_14,line_2,word_ 1","Policy? $ 4,419,000 ."
151,5,1,14,1,2,2,745,2829,32,61,79.431422,$,"block_14,line_2,word_ 2","Policy? $ 4,419,000 ."
152,5,1,14,1,2,3,795,2838,188,37,72.884336,"4,419,000","block_14,line_2,word_ 3","Policy? $ 4,419,000 ."
153,5,1,14,1,2,4,1404,2876,7,7,47.413015,.,"block_14,line_2,word_ 4","Policy? $ 4,419,000 ."
154,5,1,15,1,1,1,506,2993,34,50,88.297341,If,"block_15,line_1,word_ 1","If Contents coverage is being requested, what is the contents amount of coverage on the Chubb"
155,5,1,15,1,1,2,561,2993,271,51,96.228432,Contents,"block_15,line_1,word_ 2","If Contents coverage is being requested, what is the contents amount of coverage on the Chubb"
156,5,1,15,1,1,3,857,3006,280,52,95.301418,coverage,"block_15,line_1,word_ 3","If Contents coverage is being requested, what is the contents amount of coverage on the Chubb"
157,5,1,15,1,1,4,1164,2993,42,51,95.301418,is,"block_15,line_1,word_ 4","If Contents coverage is being requested, what is the contents amount of coverage on the Chubb"
158,5,1,15,1,1,5,1232,2993,162,65,96.355588,being,"block_15,line_1,word_ 5","If Contents coverage is being requested, what is the contents amount of coverage on the Chubb"
159,5,1,15,1,1,6,1421,2993,318,64,96.292301,"requested,","block_15,line_1,word_ 6","If Contents coverage is being requested, what is the contents amount of coverage on the Chubb"
160,5,1,15,1,1,7,1765,2993,146,51,96.288038,what,"block_15,line_1,word_ 7","If Contents coverage is being requested, what is the contents amount of coverage on the Chubb"
161,5,1,15,1,1,8,1936,2993,42,51,96.475117,is,"block_15,line_1,word_ 8","If Contents coverage is being requested, what is the contents amount of coverage on the Chubb"
162,5,1,15,1,1,9,2001,2993,92,51,96.589743,the,"block_15,line_1,word_ 9","If Contents coverage is being requested, what is the contents amount of coverage on the Chubb"
163,5,1,15,1,1,10,2118,2995,257,49,95.603991,contents,"block_15,line_1,word_ 10","If Contents coverage is being requested, what is the contents amount of coverage on the Chubb"
164,5,1,15,1,1,11,2400,2995,231,49,95.603991,amount,"block_15,line_1,word_ 11","If Contents coverage is being requested, what is the contents amount of coverage on the Chubb"
165,5,1,15,1,1,12,2652,2993,57,51,96.089243,of,"block_15,line_1,word_ 12","If Contents coverage is being requested, what is the contents amount of coverage on the Chubb"
166,5,1,15,1,1,13,2731,3006,280,52,96.086408,coverage,"block_15,line_1,word_ 13","If Contents coverage is being requested, what is the contents amount of coverage on the Chubb"
167,5,1,15,1,1,14,3035,3006,70,38,96.828696,on,"block_15,line_1,word_ 14","If Contents coverage is being requested, what is the contents amount of coverage on the Chubb"
168,5,1,15,1,1,15,3130,2993,93,51,96.460424,the,"block_15,line_1,word_ 15","If Contents coverage is being requested, what is the contents amount of coverage on the Chubb"
169,5,1,15,1,1,16,3248,2993,199,51,96.819080,Chubb,"block_15,line_1,word_ 16","If Contents coverage is being requested, what is the contents amount of coverage on the Chubb"
170,5,1,15,1,2,1,505,3073,401,51,95.832973,Homeowners,"block_15,line_2,word_ 1",Homeowners Policy? $ 1325.70
171,5,1,15,1,2,2,933,3073,214,65,92.781293,Policy?,"block_15,line_2,word_ 2",Homeowners Policy? $ 1325.70
172,5,1,15,1,2,3,1174,3069,32,61,86.731087,$,"block_15,line_2,word_ 3",Homeowners Policy? $ 1325.70
173,5,1,15,1,2,4,1228,3078,172,37,0.000000,1325.70,"block_15,line_2,word_ 4",Homeowners Policy? $ 1325.70
174,5,1,16,1,1,1,506,3232,34,50,61.170502,If,"block_16,line_1,word_ 1","If Other permanent structures coverage is requested, what is the other permanent structures total value?"
175,5,1,16,1,1,2,561,3232,171,51,96.098712,Other,"block_16,line_1,word_ 2","If Other permanent structures coverage is requested, what is the other permanent structures total value?"
176,5,1,16,1,1,3,755,3234,327,62,96.098712,permanent,"block_16,line_1,word_ 3","If Other permanent structures coverage is requested, what is the other permanent structures total value?"
177,5,1,16,1,1,4,1103,3234,300,49,96.156031,structures,"block_16,line_1,word_ 4","If Other permanent structures coverage is requested, what is the other permanent structures total value?"
178,5,1,16,1,1,5,1428,3245,280,52,96.707759,coverage,"block_16,line_1,word_ 5","If Other permanent structures coverage is requested, what is the other permanent structures total value?"
179,5,1,16,1,1,6,1735,3232,42,51,96.371749,is,"block_16,line_1,word_ 6","If Other permanent structures coverage is requested, what is the other permanent structures total value?"
180,5,1,16,1,1,7,1804,3232,317,64,95.761638,"requested,","block_16,line_1,word_ 7","If Other permanent structures coverage is requested, what is the other permanent structures total value?"
181,5,1,16,1,1,8,2147,3232,145,51,96.531478,what,"block_16,line_1,word_ 8","If Other permanent structures coverage is requested, what is the other permanent structures total value?"
182,5,1,16,1,1,9,2317,3232,42,51,96.146532,is,"block_16,line_1,word_ 9","If Other permanent structures coverage is requested, what is the other permanent structures total value?"
183,5,1,16,1,1,10,2383,3232,92,51,96.063912,the,"block_16,line_1,word_ 10","If Other permanent structures coverage is requested, what is the other permanent structures total value?"
184,5,1,16,1,1,11,2499,3232,158,51,96.538580,other,"block_16,line_1,word_ 11","If Other permanent structures coverage is requested, what is the other permanent structures total value?"
185,5,1,16,1,1,12,2680,3234,328,62,96.302846,permanent,"block_16,line_1,word_ 12","If Other permanent structures coverage is requested, what is the other permanent structures total value?"
186,5,1,16,1,1,13,3029,3234,300,49,95.897001,structures,"block_16,line_1,word_ 13","If Other permanent structures coverage is requested, what is the other permanent structures total value?"
187,5,1,16,1,1,14,3352,3232,126,51,95.897001,total,"block_16,line_1,word_ 14","If Other permanent structures coverage is requested, what is the other permanent structures total value?"
188,5,1,16,1,1,15,3504,3232,199,51,96.771355,value?,"block_16,line_1,word_ 15","If Other permanent structures coverage is requested, what is the other permanent structures total value?"
189,5,1,17,1,1,1,502,3308,33,61,92.078583,$,"block_17,line_1,word_ 1",$
190,5,1,18,1,1,1,506,3549,162,51,96.877159,Flood,"block_18,line_1,word_ 1",Flood Zone: * Month & Year Built/Substantial Improvement Date:
191,5,1,18,1,1,2,693,3549,170,51,91.932104,Zone:,"block_18,line_1,word_ 2",Flood Zone: * Month & Year Built/Substantial Improvement Date:
192,5,1,18,1,1,3,904,3554,27,31,38.007627,*,"block_18,line_1,word_ 3",Flood Zone: * Month & Year Built/Substantial Improvement Date:
193,5,1,18,1,1,4,1505,3549,183,51,93.303598,Month,"block_18,line_1,word_ 4",Flood Zone: * Month & Year Built/Substantial Improvement Date:
194,5,1,18,1,1,5,1715,3549,41,51,93.172851,&,"block_18,line_1,word_ 5",Flood Zone: * Month & Year Built/Substantial Improvement Date:
