,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,required_col,new_col
15,5,1,2,1,1,7,1329,391,314,50,96.187948,worksheet,"block_2,line_1,word_ 7",A premium estimate derived from this worksheet is not the result of a raat e aM fot properhrel one lonelier
16,5,1,2,1,1,8,1663,391,47,50,96.378151,is,"block_2,line_1,word_ 8",A premium estimate derived from this worksheet is not the result of a raat e aM fot properhrel one lonelier
17,5,1,2,1,1,9,1732,391,97,50,96.685663,not,"block_2,line_1,word_ 9",A premium estimate derived from this worksheet is not the result of a raat e aM fot properhrel one lonelier
18,5,1,2,1,1,10,1850,391,90,50,96.255563,the,"block_2,line_1,word_ 10",A premium estimate derived from this worksheet is not the result of a raat e aM fot properhrel one lonelier
19,5,1,2,1,1,11,1963,391,171,50,96.212516,result,"block_2,line_1,word_ 11",A premium estimate derived from this worksheet is not the result of a raat e aM fot properhrel one lonelier
20,5,1,2,1,1,12,2153,390,64,51,96.603422,of,"block_2,line_1,word_ 12",A premium estimate derived from this worksheet is not the result of a raat e aM fot properhrel one lonelier
21,5,1,2,1,1,13,2231,403,33,38,96.755087,a,"block_2,line_1,word_ 13",A premium estimate derived from this worksheet is not the result of a raat e aM fot properhrel one lonelier
22,5,1,2,1,1,14,2943,360,111,117,28.535662,raat,"block_2,line_1,word_ 14",A premium estimate derived from this worksheet is not the result of a raat e aM fot properhrel one lonelier
23,5,1,2,1,1,15,3085,374,48,99,0.000000,e,"block_2,line_1,word_ 15",A premium estimate derived from this worksheet is not the result of a raat e aM fot properhrel one lonelier
24,5,1,2,1,1,16,3139,364,79,104,34.247336,aM,"block_2,line_1,word_ 16",A premium estimate derived from this worksheet is not the result of a raat e aM fot properhrel one lonelier
25,5,1,2,1,1,17,3229,364,89,104,8.979015,fot,"block_2,line_1,word_ 17",A premium estimate derived from this worksheet is not the result of a raat e aM fot properhrel one lonelier
26,5,1,2,1,1,18,3358,360,244,123,0.000000,properhrel,"block_2,line_1,word_ 18",A premium estimate derived from this worksheet is not the result of a raat e aM fot properhrel one lonelier
27,5,1,2,1,1,19,3645,374,72,94,45.421119,one,"block_2,line_1,word_ 19",A premium estimate derived from this worksheet is not the result of a raat e aM fot properhrel one lonelier
28,5,1,2,1,1,20,3727,360,201,123,0.000000,lonelier,"block_2,line_1,word_ 20",A premium estimate derived from this worksheet is not the result of a raat e aM fot properhrel one lonelier
29,5,1,2,1,2,1,159,477,275,62,95.859318,complete,"block_2,line_2,word_ 1",complete underwriting process nor does it constitute an offer of coverage. EXCESS FLOOD
30,5,1,2,1,2,2,460,477,374,63,96.274534,underwriting,"block_2,line_2,word_ 2",complete underwriting process nor does it constitute an offer of coverage. EXCESS FLOOD
31,5,1,2,1,2,3,853,489,245,50,96.572321,process,"block_2,line_2,word_ 3",complete underwriting process nor does it constitute an offer of coverage. EXCESS FLOOD
32,5,1,2,1,2,4,1120,489,103,38,94.903495,nor,"block_2,line_2,word_ 4",complete underwriting process nor does it constitute an offer of coverage. EXCESS FLOOD
33,5,1,2,1,2,5,1240,477,146,50,96.356589,does,"block_2,line_2,word_ 5",complete underwriting process nor does it constitute an offer of coverage. EXCESS FLOOD
34,5,1,2,1,2,6,1408,477,35,50,96.643653,it,"block_2,line_2,word_ 6",complete underwriting process nor does it constitute an offer of coverage. EXCESS FLOOD
35,5,1,2,1,2,7,1464,477,292,50,96.579702,constitute,"block_2,line_2,word_ 7",complete underwriting process nor does it constitute an offer of coverage. EXCESS FLOOD
36,5,1,2,1,2,8,1779,489,73,38,96.158754,an,"block_2,line_2,word_ 8",complete underwriting process nor does it constitute an offer of coverage. EXCESS FLOOD
37,5,1,2,1,2,9,1876,476,142,51,96.310261,offer,"block_2,line_2,word_ 9",complete underwriting process nor does it constitute an offer of coverage. EXCESS FLOOD
38,5,1,2,1,2,10,2035,476,63,51,96.594048,of,"block_2,line_2,word_ 10",complete underwriting process nor does it constitute an offer of coverage. EXCESS FLOOD
39,5,1,2,1,2,11,2114,489,294,51,96.670488,coverage.,"block_2,line_2,word_ 11",complete underwriting process nor does it constitute an offer of coverage. EXCESS FLOOD
40,5,1,2,1,2,12,2947,507,243,54,96.605822,EXCESS,"block_2,line_2,word_ 12",complete underwriting process nor does it constitute an offer of coverage. EXCESS FLOOD
41,5,1,2,1,2,13,3216,507,231,54,96.366580,FLOOD,"block_2,line_2,word_ 13",complete underwriting process nor does it constitute an offer of coverage. EXCESS FLOOD
42,5,1,2,1,3,1,158,564,272,50,95.591048,Premium,"block_2,line_3,word_ 1",Premium subject to change upon receipt of fully completed application. Pocese = aver niacin: MIE NIMS oF
43,5,1,2,1,3,2,455,564,220,63,95.591048,subject,"block_2,line_3,word_ 2",Premium subject to change upon receipt of fully completed application. Pocese = aver niacin: MIE NIMS oF
44,5,1,2,1,3,3,695,564,53,50,96.444206,to,"block_2,line_3,word_ 3",Premium subject to change upon receipt of fully completed application. Pocese = aver niacin: MIE NIMS oF
45,5,1,2,1,3,4,772,564,222,63,96.484389,change,"block_2,line_3,word_ 4",Premium subject to change upon receipt of fully completed application. Pocese = aver niacin: MIE NIMS oF
46,5,1,2,1,3,5,1020,576,149,51,96.016406,upon,"block_2,line_3,word_ 5",Premium subject to change upon receipt of fully completed application. Pocese = aver niacin: MIE NIMS oF
47,5,1,2,1,3,6,1192,563,209,64,96.573429,receipt,"block_2,line_3,word_ 6",Premium subject to change upon receipt of fully completed application. Pocese = aver niacin: MIE NIMS oF
48,5,1,2,1,3,7,1421,563,64,51,97.010294,of,"block_2,line_3,word_ 7",Premium subject to change upon receipt of fully completed application. Pocese = aver niacin: MIE NIMS oF
49,5,1,2,1,3,8,1498,563,123,65,96.600829,fully,"block_2,line_3,word_ 8",Premium subject to change upon receipt of fully completed application. Pocese = aver niacin: MIE NIMS oF
50,5,1,2,1,3,9,1641,564,319,63,96.572351,completed,"block_2,line_3,word_ 9",Premium subject to change upon receipt of fully completed application. Pocese = aver niacin: MIE NIMS oF
51,5,1,2,1,3,10,1981,563,341,64,96.430885,application.,"block_2,line_3,word_ 10",Premium subject to change upon receipt of fully completed application. Pocese = aver niacin: MIE NIMS oF
52,5,1,2,1,3,11,2946,594,173,40,9.203577,Pocese,"block_2,line_3,word_ 11",Premium subject to change upon receipt of fully completed application. Pocese = aver niacin: MIE NIMS oF
53,5,1,2,1,3,12,3139,605,27,17,93.947565,=,"block_2,line_3,word_ 12",Premium subject to change upon receipt of fully completed application. Pocese = aver niacin: MIE NIMS oF
54,5,1,2,1,3,13,3187,604,107,30,0.000000,aver,"block_2,line_3,word_ 13",Premium subject to change upon receipt of fully completed application. Pocese = aver niacin: MIE NIMS oF
55,5,1,2,1,3,14,3311,594,234,40,0.000000,niacin:,"block_2,line_3,word_ 14",Premium subject to change upon receipt of fully completed application. Pocese = aver niacin: MIE NIMS oF
56,5,1,2,1,3,15,3569,593,119,41,47.319002,MIE,"block_2,line_3,word_ 15",Premium subject to change upon receipt of fully completed application. Pocese = aver niacin: MIE NIMS oF
57,5,1,2,1,3,16,3710,593,121,41,41.454878,NIMS,"block_2,line_3,word_ 16",Premium subject to change upon receipt of fully completed application. Pocese = aver niacin: MIE NIMS oF
58,5,1,2,1,3,17,3850,604,49,30,83.430531,oF,"block_2,line_3,word_ 17",Premium subject to change upon receipt of fully completed application. Pocese = aver niacin: MIE NIMS oF
59,5,1,3,1,1,1,2943,659,74,40,93.301040,the,"block_3,line_1,word_ 1",the Self-Insured Retention
60,5,1,3,1,1,2,3037,658,294,41,78.330388,Self-Insured,"block_3,line_1,word_ 2",the Self-Insured Retention
61,5,1,3,1,1,3,3355,659,229,40,96.044911,Retention,"block_3,line_1,word_ 3",the Self-Insured Retention
62,5,1,4,1,1,1,248,825,221,53,96.382617,Submit,"block_4,line_1,word_ 1",Submit to:
63,5,1,4,1,1,2,490,832,84,46,96.233521,to:,"block_4,line_1,word_ 2",Submit to:
64,5,1,4,1,2,1,248,921,155,50,95.191146,WNC,"block_4,line_2,word_ 1",WNC First Insurance Services > Email: chubbflood@wncfirst.com Fax: 305-587-2405 Phone: 888-386-9488
65,5,1,4,1,2,2,429,921,126,50,95.343436,First,"block_4,line_2,word_ 2",WNC First Insurance Services > Email: chubbflood@wncfirst.com Fax: 305-587-2405 Phone: 888-386-9488
66,5,1,4,1,2,3,581,922,292,49,96.603181,Insurance,"block_4,line_2,word_ 3",WNC First Insurance Services > Email: chubbflood@wncfirst.com Fax: 305-587-2405 Phone: 888-386-9488
67,5,1,4,1,2,4,897,921,247,50,94.312004,Services,"block_4,line_2,word_ 4",WNC First Insurance Services > Email: chubbflood@wncfirst.com Fax: 305-587-2405 Phone: 888-386-9488
68,5,1,4,1,2,5,1171,916,62,55,94.312004,>,"block_4,line_2,word_ 5",WNC First Insurance Services > Email: chubbflood@wncfirst.com Fax: 305-587-2405 Phone: 888-386-9488
69,5,1,4,1,2,6,1297,919,184,52,93.262815,Email:,"block_4,line_2,word_ 6",WNC First Insurance Services > Email: chubbflood@wncfirst.com Fax: 305-587-2405 Phone: 888-386-9488
70,5,1,4,1,2,7,1507,918,817,66,79.598150,chubbflood@wncfirst.com,"block_4,line_2,word_ 7",WNC First Insurance Services > Email: chubbflood@wncfirst.com Fax: 305-587-2405 Phone: 888-386-9488
71,5,1,4,1,2,8,2526,922,120,49,95.922176,Fax:,"block_4,line_2,word_ 8",WNC First Insurance Services > Email: chubbflood@wncfirst.com Fax: 305-587-2405 Phone: 888-386-9488
72,5,1,4,1,2,9,2671,921,427,50,96.195983,305-587-2405,"block_4,line_2,word_ 9",WNC First Insurance Services > Email: chubbflood@wncfirst.com Fax: 305-587-2405 Phone: 888-386-9488
73,5,1,4,1,2,10,3255,919,213,52,96.161347,Phone:,"block_4,line_2,word_ 10",WNC First Insurance Services > Email: chubbflood@wncfirst.com Fax: 305-587-2405 Phone: 888-386-9488
74,5,1,4,1,2,11,3494,921,429,50,95.929930,888-386-9488,"block_4,line_2,word_ 11",WNC First Insurance Services > Email: chubbflood@wncfirst.com Fax: 305-587-2405 Phone: 888-386-9488
75,5,1,5,1,1,1,1575,1135,557,73,90.825545,AGENT/BROKER,"block_5,line_1,word_ 1",AGENT/BROKER INFORMATION
76,5,1,5,1,1,2,2159,1142,505,54,96.115087,INFORMATION,"block_5,line_1,word_ 2",AGENT/BROKER INFORMATION
77,5,1,5,1,2,1,248,1241,222,62,93.248203,Agency,"block_5,line_2,word_ 1",Agency Name:NFP Property & Casualty Legacy Chubb Agency Code: 79301
78,5,1,5,1,2,2,495,1233,316,57,32.133408,Name:NFP,"block_5,line_2,word_ 2",Agency Name:NFP Property & Casualty Legacy Chubb Agency Code: 79301
79,5,1,5,1,2,3,832,1233,206,52,93.247334,Property,"block_5,line_2,word_ 3",Agency Name:NFP Property & Casualty Legacy Chubb Agency Code: 79301
80,5,1,5,1,2,4,1057,1233,33,41,93.247334,&,"block_5,line_2,word_ 4",Agency Name:NFP Property & Casualty Legacy Chubb Agency Code: 79301
81,5,1,5,1,2,5,1109,1233,213,52,96.482419,Casualty,"block_5,line_2,word_ 5",Agency Name:NFP Property & Casualty Legacy Chubb Agency Code: 79301
82,5,1,5,1,2,6,2242,1241,202,62,96.642308,Legacy,"block_5,line_2,word_ 6",Agency Name:NFP Property & Casualty Legacy Chubb Agency Code: 79301
83,5,1,5,1,2,7,2467,1238,194,52,96.080560,Chubb,"block_5,line_2,word_ 7",Agency Name:NFP Property & Casualty Legacy Chubb Agency Code: 79301
84,5,1,5,1,2,8,2683,1241,223,62,96.483313,Agency,"block_5,line_2,word_ 8",Agency Name:NFP Property & Casualty Legacy Chubb Agency Code: 79301
85,5,1,5,1,2,9,2929,1229,152,78,90.820737,Code:,"block_5,line_2,word_ 9",Agency Name:NFP Property & Casualty Legacy Chubb Agency Code: 79301
86,5,1,5,1,2,10,3122,1233,134,57,50.177989,79301,"block_5,line_2,word_ 10",Agency Name:NFP Property & Casualty Legacy Chubb Agency Code: 79301
87,5,1,6,1,1,1,247,1333,229,63,96.063414,Agency,"block_6,line_1,word_ 1",Agency Contact Info > Name: Karen Bartels Phone: 516-719-7831
88,5,1,6,1,1,2,496,1333,241,50,96.257815,Contact,"block_6,line_1,word_ 2",Agency Contact Info > Name: Karen Bartels Phone: 516-719-7831
89,5,1,6,1,1,3,762,1329,119,54,95.854970,Info,"block_6,line_1,word_ 3",Agency Contact Info > Name: Karen Bartels Phone: 516-719-7831
90,5,1,6,1,1,4,908,1327,62,55,96.578257,>,"block_6,line_1,word_ 4",Agency Contact Info > Name: Karen Bartels Phone: 516-719-7831
91,5,1,6,1,1,5,1009,1322,166,80,36.823015,Name:,"block_6,line_1,word_ 5",Agency Contact Info > Name: Karen Bartels Phone: 516-719-7831
92,5,1,6,1,1,6,1203,1322,134,80,36.823015,Karen,"block_6,line_1,word_ 6",Agency Contact Info > Name: Karen Bartels Phone: 516-719-7831
93,5,1,6,1,1,7,1374,1326,167,40,96.673268,Bartels,"block_6,line_1,word_ 7",Agency Contact Info > Name: Karen Bartels Phone: 516-719-7831
94,5,1,6,1,1,8,2518,1330,207,53,80.784273,Phone:,"block_6,line_1,word_ 8",Agency Contact Info > Name: Karen Bartels Phone: 516-719-7831
95,5,1,6,1,1,9,2756,1326,333,40,96.537110,516-719-7831,"block_6,line_1,word_ 9",Agency Contact Info > Name: Karen Bartels Phone: 516-719-7831
96,5,1,6,1,2,1,1003,1424,180,53,92.526791,Email:,"block_6,line_2,word_ 1",Email: karen.bartels@nfp.com Fax:
97,5,1,6,1,2,2,1200,1419,568,52,89.443983,karen.bartels@nfp.com,"block_6,line_2,word_ 2",Email: karen.bartels@nfp.com Fax:
98,5,1,6,1,2,3,2525,1428,113,49,95.170217,Fax:,"block_6,line_2,word_ 3",Email: karen.bartels@nfp.com Fax:
99,5,1,7,1,1,1,1704,1625,302,55,96.181099,INSURED,"block_7,line_1,word_ 1",INSURED INFORMATION
100,5,1,7,1,1,2,2034,1625,506,55,96.181099,INFORMATION,"block_7,line_1,word_ 2",INSURED INFORMATION
101,5,1,7,1,2,1,253,1721,221,53,96.168044,Insured,"block_7,line_2,word_ 1",Insured Name: Andrianna Infusino Chubb Ltd Policy No.: 1BD - New Purchase
102,5,1,7,1,2,2,522,1712,174,80,17.342949,Name:,"block_7,line_2,word_ 2",Insured Name: Andrianna Infusino Chubb Ltd Policy No.: 1BD - New Purchase
103,5,1,7,1,2,3,711,1712,219,80,17.342949,Andrianna,"block_7,line_2,word_ 3",Insured Name: Andrianna Infusino Chubb Ltd Policy No.: 1BD - New Purchase
104,5,1,7,1,2,4,985,1716,188,42,92.753130,Infusino,"block_7,line_2,word_ 4",Insured Name: Andrianna Infusino Chubb Ltd Policy No.: 1BD - New Purchase
105,5,1,7,1,2,5,2363,1721,194,53,96.447622,Chubb,"block_7,line_2,word_ 5",Insured Name: Andrianna Infusino Chubb Ltd Policy No.: 1BD - New Purchase
106,5,1,7,1,2,6,2585,1721,85,53,95.602561,Ltd,"block_7,line_2,word_ 6",Insured Name: Andrianna Infusino Chubb Ltd Policy No.: 1BD - New Purchase
107,5,1,7,1,2,7,2700,1721,174,66,93.296989,Policy,"block_7,line_2,word_ 7",Insured Name: Andrianna Infusino Chubb Ltd Policy No.: 1BD - New Purchase
108,5,1,7,1,2,8,2899,1712,117,80,23.482647,No.:,"block_7,line_2,word_ 8",Insured Name: Andrianna Infusino Chubb Ltd Policy No.: 1BD - New Purchase
109,5,1,7,1,2,9,3045,1716,81,40,0.000000,1BD,"block_7,line_2,word_ 9",Insured Name: Andrianna Infusino Chubb Ltd Policy No.: 1BD - New Purchase
110,5,1,7,1,2,10,3157,1740,15,5,84.141023,-,"block_7,line_2,word_ 10",Insured Name: Andrianna Infusino Chubb Ltd Policy No.: 1BD - New Purchase
111,5,1,7,1,2,11,3194,1716,106,41,96.607214,New,"block_7,line_2,word_ 11",Insured Name: Andrianna Infusino Chubb Ltd Policy No.: 1BD - New Purchase
112,5,1,7,1,2,12,3321,1716,228,41,96.915208,Purchase,"block_7,line_2,word_ 12",Insured Name: Andrianna Infusino Chubb Ltd Policy No.: 1BD - New Purchase
113,5,1,7,1,3,1,251,1817,273,63,95.830772,Property,"block_7,line_3,word_ 1",Property Location (must be insured with Chubb Ltd):
114,5,1,7,1,3,2,547,1815,261,52,96.485099,Location,"block_7,line_3,word_ 2",Property Location (must be insured with Chubb Ltd):
115,5,1,7,1,3,3,835,1813,173,66,96.485099,(must,"block_7,line_3,word_ 3",Property Location (must be insured with Chubb Ltd):
116,5,1,7,1,3,4,1033,1814,68,53,95.916965,be,"block_7,line_3,word_ 4",Property Location (must be insured with Chubb Ltd):
117,5,1,7,1,3,5,1128,1814,222,53,96.379207,insured,"block_7,line_3,word_ 5",Property Location (must be insured with Chubb Ltd):
118,5,1,7,1,3,6,1375,1814,130,53,96.907630,with,"block_7,line_3,word_ 6",Property Location (must be insured with Chubb Ltd):
119,5,1,7,1,3,7,1532,1814,194,53,96.913344,Chubb,"block_7,line_3,word_ 7",Property Location (must be insured with Chubb Ltd):
120,5,1,7,1,3,8,1754,1813,129,66,95.864272,Ltd):,"block_7,line_3,word_ 8",Property Location (must be insured with Chubb Ltd):
121,5,1,7,1,4,1,248,1906,202,58,96.332636,Street:,"block_7,line_4,word_ 1",Street: 8 Allerton Ct
122,5,1,7,1,4,2,465,1902,26,41,96.678938,8,"block_7,line_4,word_ 2",Street: 8 Allerton Ct
123,5,1,7,1,4,3,510,1902,184,41,96.316622,Allerton,"block_7,line_4,word_ 3",Street: 8 Allerton Ct
124,5,1,7,1,4,4,716,1902,53,41,95.611121,Ct,"block_7,line_4,word_ 4",Street: 8 Allerton Ct
125,5,1,7,1,5,1,249,2003,131,64,95.832700,City:,"block_7,line_5,word_ 1",City: Florham Park ————————_—sCounntty (required):Morris State: Nu Zip: 07932
126,5,1,7,1,5,2,423,1985,193,89,1.345320,Florham,"block_7,line_5,word_ 2",City: Florham Park ————————_—sCounntty (required):Morris State: Nu Zip: 07932
127,5,1,7,1,5,3,630,1985,142,89,1.345320,Park,"block_7,line_5,word_ 3",City: Florham Park ————————_—sCounntty (required):Morris State: Nu Zip: 07932
128,5,1,7,1,5,4,853,1996,778,71,0.000000,————————_—sCounntty,"block_7,line_5,word_ 4",City: Florham Park ————————_—sCounntty (required):Morris State: Nu Zip: 07932
129,5,1,7,1,5,5,1654,1996,489,71,89.963744,(required):Morris,"block_7,line_5,word_ 5",City: Florham Park ————————_—sCounntty (required):Morris State: Nu Zip: 07932
130,5,1,7,1,5,6,2766,2003,173,50,0.000000,State:,"block_7,line_5,word_ 6",City: Florham Park ————————_—sCounntty (required):Morris State: Nu Zip: 07932
131,5,1,7,1,5,7,2956,1996,60,41,0.000000,Nu,"block_7,line_5,word_ 7",City: Florham Park ————————_—sCounntty (required):Morris State: Nu Zip: 07932
132,5,1,7,1,5,8,3383,2003,106,64,65.234873,Zip:,"block_7,line_5,word_ 8",City: Florham Park ————————_—sCounntty (required):Morris State: Nu Zip: 07932
133,5,1,7,1,5,9,3504,1996,149,41,65.234873,07932,"block_7,line_5,word_ 9",City: Florham Park ————————_—sCounntty (required):Morris State: Nu Zip: 07932
134,5,1,7,1,6,1,249,2094,199,53,95.757186,Chubb,"block_7,line_6,word_ 1",Chubb Ltd Homeowner/Condominium/Cooperative/Renter Coverage Limits:
135,5,1,7,1,6,2,473,2094,91,53,92.287960,Ltd,"block_7,line_6,word_ 2",Chubb Ltd Homeowner/Condominium/Cooperative/Renter Coverage Limits:
136,5,1,7,1,6,3,590,2091,1539,69,91.587944,Homeowner/Condominium/Cooperative/Renter,"block_7,line_6,word_ 3",Chubb Ltd Homeowner/Condominium/Cooperative/Renter Coverage Limits:
137,5,1,7,1,6,4,2151,2097,290,63,96.357010,Coverage,"block_7,line_6,word_ 4",Chubb Ltd Homeowner/Condominium/Cooperative/Renter Coverage Limits:
138,5,1,7,1,6,5,2465,2095,201,52,96.795399,Limits:,"block_7,line_6,word_ 5",Chubb Ltd Homeowner/Condominium/Cooperative/Renter Coverage Limits:
139,5,1,7,1,7,1,253,2189,241,66,96.625150,Building,"block_7,line_7,word_ 1","Building or A&A $1,750,000 Contents $875,000 Deductible (all peril) $2,500"
140,5,1,7,1,7,2,517,2205,63,37,95.948580,or,"block_7,line_7,word_ 2","Building or A&A $1,750,000 Contents $875,000 Deductible (all peril) $2,500"
141,5,1,7,1,7,3,600,2191,138,51,96.254316,A&A,"block_7,line_7,word_ 3","Building or A&A $1,750,000 Contents $875,000 Deductible (all peril) $2,500"
142,5,1,7,1,7,4,760,2184,286,66,83.359394,"$1,750,000","block_7,line_7,word_ 4","Building or A&A $1,750,000 Contents $875,000 Deductible (all peril) $2,500"
143,5,1,7,1,7,5,1558,2193,273,49,96.313365,Contents,"block_7,line_7,word_ 5","Building or A&A $1,750,000 Contents $875,000 Deductible (all peril) $2,500"
144,5,1,7,1,7,6,1855,2184,241,66,95.392436,"$875,000","block_7,line_7,word_ 6","Building or A&A $1,750,000 Contents $875,000 Deductible (all peril) $2,500"
145,5,1,7,1,7,7,2752,2189,327,53,96.568517,Deductible,"block_7,line_7,word_ 7","Building or A&A $1,750,000 Contents $875,000 Deductible (all peril) $2,500"
146,5,1,7,1,7,8,3105,2188,85,66,96.680287,(all,"block_7,line_7,word_ 8","Building or A&A $1,750,000 Contents $875,000 Deductible (all peril) $2,500"
147,5,1,7,1,7,9,3218,2188,153,67,95.986778,peril),"block_7,line_7,word_ 9","Building or A&A $1,750,000 Contents $875,000 Deductible (all peril) $2,500"
148,5,1,7,1,7,10,3396,2184,179,66,80.378888,"$2,500","block_7,line_7,word_ 10","Building or A&A $1,750,000 Contents $875,000 Deductible (all peril) $2,500"
149,5,1,8,1,1,1,1724,2439,260,54,95.361474,RATING,"block_8,line_1,word_ 1",RATING INFORMATION
150,5,1,8,1,1,2,2013,2439,506,55,95.361474,INFORMATION,"block_8,line_1,word_ 2",RATING INFORMATION
151,5,1,8,1,2,1,248,2538,116,63,96.160167,Any,"block_8,line_2,word_ 1","Any flood or water damage losses, including sump pump failure, backup of sewer and drain or seepage, paid or unpaid"
152,5,1,8,1,2,2,384,2535,155,52,95.962785,flood,"block_8,line_2,word_ 2","Any flood or water damage losses, including sump pump failure, backup of sewer and drain or seepage, paid or unpaid"
153,5,1,8,1,2,3,565,2551,62,36,96.648976,or,"block_8,line_2,word_ 3","Any flood or water damage losses, including sump pump failure, backup of sewer and drain or seepage, paid or unpaid"
154,5,1,8,1,2,4,648,2542,179,45,96.263127,water,"block_8,line_2,word_ 4","Any flood or water damage losses, including sump pump failure, backup of sewer and drain or seepage, paid or unpaid"
155,5,1,8,1,2,5,848,2535,241,66,96.660205,damage,"block_8,line_2,word_ 5","Any flood or water damage losses, including sump pump failure, backup of sewer and drain or seepage, paid or unpaid"
156,5,1,8,1,2,6,1115,2535,195,62,96.224351,"losses,","block_8,line_2,word_ 6","Any flood or water damage losses, including sump pump failure, backup of sewer and drain or seepage, paid or unpaid"
157,5,1,8,1,2,7,1338,2535,274,66,95.828259,including,"block_8,line_2,word_ 7","Any flood or water damage losses, including sump pump failure, backup of sewer and drain or seepage, paid or unpaid"
158,5,1,8,1,2,8,1634,2551,166,50,95.828259,sump,"block_8,line_2,word_ 8","Any flood or water damage losses, including sump pump failure, backup of sewer and drain or seepage, paid or unpaid"
159,5,1,8,1,2,9,1825,2551,174,50,96.276663,pump,"block_8,line_2,word_ 9","Any flood or water damage losses, including sump pump failure, backup of sewer and drain or seepage, paid or unpaid"
160,5,1,8,1,2,10,2021,2535,212,62,96.679198,"failure,","block_8,line_2,word_ 10","Any flood or water damage losses, including sump pump failure, backup of sewer and drain or seepage, paid or unpaid"
161,5,1,8,1,2,11,2261,2535,216,66,96.381062,backup,"block_8,line_2,word_ 11","Any flood or water damage losses, including sump pump failure, backup of sewer and drain or seepage, paid or unpaid"
162,5,1,8,1,2,12,2499,2535,62,52,96.702435,of,"block_8,line_2,word_ 12","Any flood or water damage losses, including sump pump failure, backup of sewer and drain or seepage, paid or unpaid"
163,5,1,8,1,2,13,2581,2551,183,36,96.432275,sewer,"block_8,line_2,word_ 13","Any flood or water damage losses, including sump pump failure, backup of sewer and drain or seepage, paid or unpaid"
164,5,1,8,1,2,14,2786,2535,108,52,96.437653,and,"block_8,line_2,word_ 14","Any flood or water damage losses, including sump pump failure, backup of sewer and drain or seepage, paid or unpaid"
165,5,1,8,1,2,15,2921,2535,152,52,96.911921,drain,"block_8,line_2,word_ 15","Any flood or water damage losses, including sump pump failure, backup of sewer and drain or seepage, paid or unpaid"
166,5,1,8,1,2,16,3099,2551,63,36,96.909700,or,"block_8,line_2,word_ 16","Any flood or water damage losses, including sump pump failure, backup of sewer and drain or seepage, paid or unpaid"
167,5,1,8,1,2,17,3184,2551,268,50,96.609631,"seepage,","block_8,line_2,word_ 17","Any flood or water damage losses, including sump pump failure, backup of sewer and drain or seepage, paid or unpaid"
